"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"K., Tan, Ke; Z., Gong, Zeyu; B., Tao, Bo; Y., Zhang, Yuhao; X., Liu, Xiaoshun; Y., Shi, Ying; Z., Gu, Zhenfeng; H., Ding, Han","Tan, Ke (58137824500); Gong, Zeyu (57190527802); Tao, Bo (7006868490); Zhang, Yuhao (57196208088); Liu, Xiaoshun (59306165600); Shi, Ying (57958938500); Gu, Zhenfeng (57226457046); Ding, Han (59805734500)","58137824500; 57190527802; 7006868490; 57196208088; 59306165600; 57958938500; 57226457046; 59805734500","A Differential Geometry Modeling Method for Wheeled Climbing Robots Tracking Control on Variable Curvature Surfaces","2025","IEEE Transactions on Industrial Electronics","72","7","","7200","7209","0","0","10.1109/TIE.2024.3515263","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213006571&doi=10.1109%2FTIE.2024.3515263&partnerID=40&md5=88dd4c755862f23f90f06f8f0714acf0","Wheeled climbing robots equipped with tools can achieve high-coverage machining of large components with free-form surfaces. Trajectory tracking is the foundation for machining. However, there is a lack of a universal yet accurate model for robots while moving on variable curvature surfaces, making it difficult to guarantee tracking performance. Thus, this article proposes a universal contact frame based on differential geometry and establishes a kinematics model that uses surface parameters as state variables for robots moving on variable curvature surfaces. Based on this model, a tracking controller utilizing surface parameters error is then designed, enabling it to be applicable for tracking of climbing robots on free-form surfaces. Experiments with a wheeled climbing robot on a portion of a real wind turbine blade with a radius of more than 1.1 m demonstrate the effectiveness of the proposed method, with a root mean squared error (RMSE) of tracking accuracy of less than 1 mm. © 2025 Elsevier B.V., All rights reserved.","Differential Geometry Modeling; Trajectory Tracking; Variable Curvature Surface; Wheeled Climbing Robot; Industrial Robots; Microrobots; Wind Turbine Blades; Climbing Robots; Differential Geometry; Differential Geometry Modeling; Free-form Surface; Geometry Model; Surface Parameter; Trajectory-tracking; Variable Curvature; Variable Curvature Surface; Wheeled Climbing Robot; Geometry","Industrial robots; Microrobots; Wind turbine blades; Climbing robots; Differential geometry; Differential geometry modeling; Free-form surface; Geometry model; Surface parameter; Trajectory-tracking; Variable curvature; Variable curvature surface; Wheeled climbing robot; Geometry","Article","Final","","Scopus","2-s2.0-85213006571"
"M., Mohan, Man; D.K., Sharma, Deepak Kumar; U.K., Saha, Ujjwal K.","Mohan, Man (57402079800); Sharma, Deepak Kumar (56003115800); Saha, Ujjwal K. (35577440500)","57402079800; 56003115800; 35577440500","Optimization Strategies on the Aerodynamic Design of a Savonius Wind Rotor Blade Profile","2025","Lecture Notes in Mechanical Engineering","","","","489","496","0","0","10.1007/978-981-96-1158-4_52","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006930229&doi=10.1007%2F978-981-96-1158-4_52&partnerID=40&md5=b152e5f30bd01f78ff1beef3eb233d52","This study focuses on improving the blade profile of the Savonius wind rotor by incorporating two distinct optimization strategies. The selected strategies, namely the simplex search method (SSM) and the non-dominated sorting genetic algorithm (NSGA-II), are employed to optimize the blade profile. The resulting profile is then simulated using ANSYS Fluent software to obtain numerical results, with performance evaluated in terms of the power coefficient (Cp). While the SSM relies on a single variable point to define the blade geometry, the NSGA-II considers three variable points. The Cp achieved through NSGA-II exceeds the maximum Cp obtained through the SSM. This finding highlights the effectiveness of the employed methodology in enhancing Cp by utilizing different optimization algorithms. © 2025 Elsevier B.V., All rights reserved.","Non-dominated Sorting Genetic Algorithm; Optimization; Savonius Wind Turbine; Simplex Search Method; Dynamic Programming; Linear Programming; Aerodynamic Designs; Blade Profile; Non-dominated Sorting Genetic Algorithms; Nsga-ii; Optimisations; Optimization Strategy; Rotor Blades; Savonius Wind Rotor; Savonius Wind Turbine; Simplex Search Method; Genetic Algorithms","Dynamic programming; Linear programming; Aerodynamic designs; Blade profile; Non-dominated sorting genetic algorithms; NSGA-II; Optimisations; Optimization strategy; Rotor blades; Savonius wind rotor; Savonius wind turbine; Simplex search method; Genetic algorithms","Conference paper","Final","","Scopus","2-s2.0-105006930229"
"E.M., Ertorun, Ege Mert; M., Yayla, Mucahit; D., Isık, Deniz; S., Cadirci, Sertac","Ertorun, Ege Mert (59421752700); Yayla, Mucahit (59422168600); Isık, Deniz (58938617400); Cadirci, Sertac (36180697500)","59421752700; 59422168600; 58938617400; 36180697500","One-way fluid–structure interaction modeling and multi-objective optimization of horizontal-axis wind turbine blades equipped with winglets","2025","International Journal of Green Energy","22","7","","1296","1312","0","1","10.1080/15435075.2024.2430432","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002645901&doi=10.1080%2F15435075.2024.2430432&partnerID=40&md5=07ed70837bb9a33753b6c03922741476","This study aims to investigate the effects of backward-directed winglets applied on the NREL Phase-II reference wind turbine geometry on structural and aerodynamic characteristics and to reveal optimized configurations. The aerodynamic pressure distributions on the blades were imposed as boundary conditions for the FEM analyses since the structural characteristics of the turbine were analyzed by adopting a one-way Fluid Structure Interaction (FSI) approach. The Taguchi analysis with an L27 orthogonal array revealed the descending order of importance of design variables on the coefficient of power ((Formula presented.)): height, cant angle, toe angle, curvature radius, and finally twist angle. For von-Mises stress, the descending order of importance is height, cant angle, toe angle, twist angle, and curvature radius. A multi-objective genetic algorithm using artificial neural network (ANN) models was used to optimize the objectives (Formula presented.) and von-Mises stress. Pareto-optimal solutions with off-design points were obtained, and their performances were compared to the reference NREL Phase-II geometry. As a result, it was observed that there was an increase in (Formula presented.) from 8.07% to 15.56% and the von-Mises stress showed a considerable increase up to 231.13%. The study demonstrates the aerodynamic benefits and structural drawbacks of various winglet designs in horizontal axis wind turbines. © 2025 Elsevier B.V., All rights reserved.","Cfd; Hawt; Multi-objective Optimization; One-way Fsi; Taguchi Method; Aerodynamics; Computational Fluid Dynamics; Horizontal Axis Wind Turbine; Pressure Vessels; Shape Optimization; Structural Analysis; Structural Dynamics; Structural Optimization; Taguchi Methods; Turbine Components; Wind Turbine Blades; Cant Angles; Fluid-structure Interaction; Hawt; Multi-objectives Optimization; One-way Fluid Structure Interaction; Phase Ii; Structural Characteristics; Taguchi's Methods; Toe Angles; Vonmises Stress; Multiobjective Optimization; Aerodynamics; Artificial Neural Network; Fluid-structure Interaction; Optimization; Wind Turbine","Aerodynamics; Computational fluid dynamics; Horizontal axis wind turbine; Pressure vessels; Shape optimization; Structural analysis; Structural dynamics; Structural optimization; Taguchi methods; Turbine components; Wind turbine blades; Cant angles; Fluid-structure interaction; HAWT; Multi-objectives optimization; One-way fluid structure interaction; Phase II; Structural characteristics; Taguchi's methods; Toe angles; VonMises stress; Multiobjective optimization; aerodynamics; artificial neural network; fluid-structure interaction; optimization; wind turbine","Article","Final","","Scopus","2-s2.0-105002645901"
"B., Jiang, Boyou; C., Guo, Chuangxin; Z., Chen, Zhe","Jiang, Boyou (57543083900); Guo, Chuangxin (35219823000); Chen, Zhe (59123632100)","57543083900; 35219823000; 59123632100","Frequency Constrained Dispatch With Energy Reserve and Virtual Inertia From Wind Turbines","2025","IEEE Transactions on Sustainable Energy","16","2","","1340","1355","0","2","10.1109/TSTE.2025.3528948","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001403850&doi=10.1109%2FTSTE.2025.3528948&partnerID=40&md5=fc23cd2a08361b51075e66f38484dda1","With the increasing penetration of wind power and gradual retirement of conventional generating units (CGUs), wind turbines (WTs) become promising resources to provide steady-state energy reserve (ER) and frequency support for the grid to facilitate supply-demand balance and frequency security. In this regard, a novel frequency constrained dispatch framework with ER and virtual inertia from WTs is proposed. Firstly, this paper establishes the WT model with both ER and virtual inertia, whose energy sources are WT's deloading and rotor kinetic energy, respectively. Secondly, the system frequency response and CGUs' power response are derived while considering WTs exiting inertia response at frequency nadir. Then, this paper develops a stochastic-optimization-based frequency constrained dispatch model, where both WTs' frequency regulation parameters and rotor speeds are decision variables, so that the coupling between WT's mechanical and electrical parts and the coupling between system's transient dynamics and steady-state operation can be fully reflected. Finally, convex hull relaxation, convex hull approximation and deep neural networks are used to transform the original nonlinear model into a mixed-integer second-order cone programming model. Case studies on the 118-bus system verify the effectiveness of the proposed models and methods. © 2025 Elsevier B.V., All rights reserved.","Frequency-constrained Dispatch; Rotor Speed Control; Virtual Inertia; Wind Power Reserve; Computational Geometry; Conformal Mapping; Constrained Optimization; Frequency Response; Integer Programming; Nonlinear Programming; Second-order Cone Programming; Stochastic Control Systems; Stochastic Programming; Wind Turbines; Windmill; Convex Hull; Energy Reserves; Frequency-constrained Dispatch; Generating Unit; Power; Power Reserves; Rotor Speed Controls; Steady-state Energies; Virtual Inertia; Wind Power Reserve; Stochastic Models","Computational geometry; Conformal mapping; Constrained optimization; Frequency response; Integer programming; Nonlinear programming; Second-order cone programming; Stochastic control systems; Stochastic programming; Wind turbines; Windmill; Convex hull; Energy reserves; Frequency-constrained dispatch; Generating unit; Power; Power reserves; Rotor speed controls; Steady-state energies; Virtual inertia; Wind power reserve; Stochastic models","Article","Final","","Scopus","2-s2.0-105001403850"
"M., Roshani, Mahdi; F., Pourfayaz, F.; A., Gholami, Ali","Roshani, Mahdi (56425946600); Pourfayaz, F. (8975902000); Gholami, Ali (56376930900)","56425946600; 8975902000; 56376930900","Combined genetic algorithm and response surface methodology-based bi-optimization of a vertical-axis wind turbine numerically simulated using CFD","2024","Energy Science and Engineering","12","10","","4532","4548","0","3","10.1002/ese3.1897","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207249786&doi=10.1002%2Fese3.1897&partnerID=40&md5=eff4f18bb25008ab69c4e016ec2282f1","In this study, computational fluid dynamic (CFD) simulation of a vertical axis wind turbine (VAWT) geometry based on the Unsteady Reynolds–Averaged Navier–Stokes equations was investigated. In addition, the relationship between the geometric parameters of the VAWT and the two response variables, that is, moment and lift force, was determined using response surface methodology (RSM). Then, the Non-Dominated Sorting Genetic Algorithm (NSGA-II) was used to solve the multi-objective optimization problem. The results obtained from the RSM showed that the lift force of the turbine is more sensitive to the change in the blade chord length, and the output moment of the turbine is more sensitive to the change in the rotor radius. Using the NSGA-II multi-objective optimization algorithm and the Technique for Order of Preference by Similarity to Ideal Solution (TOPSIS) method, it was determined that among the optimal values of the independent variable, the most optimal response occurs in blade chord length = 0.18 m, rotor radius = 0.4 m, blade pitch angle = −3.27° and number of blades = 4. In these optimal values of the independent variables, the values of the dependent variables, which included the turbine's moment and the blades’ lift force, were obtained as 9.58 N m and 57.89 N, respectively. © 2024 Elsevier B.V., All rights reserved.","Cfd; Darrieus Wind Turbine; Non-dominated Sorting Genetic Algorithm; Response Surface Methodology; Topsis Method; Wind Energy; Computational Geometry; Flow Separation; Multiobjective Optimization; Navier Stokes Equations; Reynolds Equation; Reynolds Number; Surface Analysis; Turbine Components; Turbomachine Blades; Vertical Axis Wind Turbine; Vortex Flow; Computational Fluid; Darrieus Wind Turbines; Energy; Fluid-dynamics; Ideal Solutions; Non-dominated Sorting Genetic Algorithms; Response-surface Methodology; Solution Methods; Technique For Order Of Preference By Similarity To Ideal Solution Method; Vertical Axes Wind Turbines; Computational Fluid Dynamics","Computational geometry; Flow separation; Multiobjective optimization; Navier Stokes equations; Reynolds equation; Reynolds number; Surface analysis; Turbine components; Turbomachine blades; Vertical axis wind turbine; Vortex flow; Computational fluid; Darrieus wind turbines; Energy; Fluid-dynamics; Ideal solutions; Non-dominated sorting genetic algorithms; Response-surface methodology; Solution methods; Technique for order of preference by similarity to ideal solution method; Vertical axes wind turbines; Computational fluid dynamics","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85207249786"
"A., Anand, Apurva; K., Marepally, Koushik; M., Muneeb Safdar, Muhammad; J.D., Baeder, James D.","Anand, Apurva (58978899400); Marepally, Koushik (57739669200); Muneeb Safdar, Muhammad (57212351073); Baeder, James D. (7003957020)","58978899400; 57739669200; 57212351073; 7003957020","A novel approach to inverse design of wind turbine airfoils using tandem neural networks","2024","Wind Energy","27","9","","900","921","0","4","10.1002/we.2918","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194744278&doi=10.1002%2Fwe.2918&partnerID=40&md5=756917dc832888b7cdbaba479764c8aa","The performance of a wind turbine and its efficiency majorly depends on wind-to-rotor efficiency. The aerodynamic design of the wind turbine blades using high-fidelity tools such as adjoint-computational fluid dynamics (CFD) is accurate but computationally expensive. It becomes impractical when the number of design variables increases for multidisciplinary optimization (MDO). Low-fidelity tools are computationally cheaper but are not accurate, especially in regions of adverse pressure gradient and reverse flows. Surrogate modeling has been used in many aerodynamic problems. We develop and apply a recent architecture of the deep learning module, tandem neural networks (T-NNs) for the inverse design of wind turbine airfoils. The T-NNs trained on CFD data for fully turbulent cases predict not only the performance parameters for the given airfoil geometry but also the airfoil geometry for a given design objective. This framework uses the entire performance polar for inverse design which ensures that the airfoil optimization is not a single-point optimization problem which is essential for practical design problems. The T-NNs are also optimized to include multiple constraints like maximum thickness and trailing edge (TE) thickness which is a novel contribution in the field of inverse design using surrogate models. A statistical analysis is also performed to predict a family of airfoil geometries. © 2024 Elsevier B.V., All rights reserved.","Airfoil Optimization; Artificial Neural Networks; Inverse Design; Surrogate Modeling; Tandem Neural Networks; Aerodynamics; Airfoils; Computational Fluid Dynamics; Deep Learning; Geometry; Inverse Problems; Turbine Components; Turbomachine Blades; Wind Turbine Blades; Airfoil Geometry; Airfoil Optimization; Inverse Designs; Its Efficiencies; Neural-networks; Performance; Surrogate Modeling; Tandem Neural Network; Turbine Efficiency; Wind Turbine Airfoils; Neural Networks; Computational Fluid Dynamics; Geometry; Pressure Gradient; Statistical Analysis; Wind Turbine","Aerodynamics; Airfoils; Computational fluid dynamics; Deep learning; Geometry; Inverse problems; Turbine components; Turbomachine blades; Wind turbine blades; Airfoil geometry; Airfoil optimization; Inverse designs; Its efficiencies; Neural-networks; Performance; Surrogate modeling; Tandem neural network; Turbine efficiency; Wind turbine airfoils; Neural networks; computational fluid dynamics; geometry; pressure gradient; statistical analysis; wind turbine","Article","Final","All Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85194744278"
"A., Sebastiani, Alessandro; N., Angelou, Nikolas; A., Pẽna, Alfredo","Sebastiani, Alessandro (57220067493); Angelou, Nikolas (55233614500); Pẽna, Alfredo (24436133800)","57220067493; 55233614500; 24436133800","Wind turbine power curve modelling under wake conditions using measurements from a spinner-mounted lidar","2024","Applied Energy","364","","122985","","","0","4","10.1016/j.apenergy.2024.122985","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189667923&doi=10.1016%2Fj.apenergy.2024.122985&partnerID=40&md5=c58d470b81cacf028940704a2c98c67b","Most wind turbines are installed inside wind farms, where they often operate under wake-affected inflow conditions. New methods are required to evaluate the power performance of a wind turbine in wake, as the International Electrotechnical Commission (IEC) standard procedure is applicable only to wake-free turbines. In this work, we investigate the accuracy of a multivariate power curve acquired through a polynomial regression, whose input variables are wind speed and turbulence measurements retrieved upstream of the turbine's rotor. For this purpose, we use measurements from the SpinnerLidar, a continuous-wave, scanning Doppler lidar measuring the turbine inflow. The SpinnerLidar was mounted in the spinner of a Neg Micon 80 wind turbine located within an onshore wind farm in western Denmark. The input variables are selected among the available lidar measurements with a feature-selection algorithm, resulting in seven input variables, distributed in different locations along the rotor area: six wind speed and one turbulence measurements. The multivariate power curve is tested and compared with IEC-similar power curves under both wake-affected and wake-free conditions. Results show that the multivariate power curve estimates the turbine's power output more accurately than the IEC-similar power curves, with error reductions up to 66.5% and 34.2% under wake-affected and wake-free conditions, respectively. Furthermore, the multivariate power curve estimates have an accuracy of the same order under both wake-affected and wake-free conditions. Finally, we show that the multivariate model accurately predicts the power even when a simple measuring geometry is used, such as circular scanning pattern with a diameter equal to 90% of the rotor. © 2024 Elsevier B.V., All rights reserved.","Lidar; Multivariable Regression; Power Curve; Wake; Electric Utilities; Optical Radar; Turbulence; Wind Speed; Wind Turbines; Condition; Curve Modeling; Input Variables; International Electro-technical Commissions; International Electrotechnical Commission; Multi Variables; Multivariable Regression; Power Curves; Turbulence Measurements; Wind Turbine Power; Wakes; Accuracy Assessment; Doppler Lidar; Performance Assessment; Regression Analysis; Turbulence; Wake; Wind Farm; Wind Turbine; Wind Velocity; Denmark","Electric utilities; Optical radar; Turbulence; Wind speed; Wind turbines; Condition; Curve modeling; Input variables; International electro-technical commissions; International Electrotechnical Commission; Multi variables; Multivariable regression; Power curves; Turbulence measurements; Wind turbine power; Wakes; accuracy assessment; Doppler lidar; performance assessment; regression analysis; turbulence; wake; wind farm; wind turbine; wind velocity; Denmark","Article","Final","","Scopus","2-s2.0-85189667923"
"R., Glienke, Ralf; F., Kalkowsky, Florian; A.F., Hobbacher, Adolf F.; A., Holch, Alexander; B., Ripsch, Benjamin; H.P., Günther, Hans Peter; R., Kersten, Roy; K.M., Henkel, Knuth Michael","Glienke, Ralf (56165635000); Kalkowsky, Florian (57209512050); Hobbacher, Adolf F. (6701740589); Holch, Alexander (58682729400); Ripsch, Benjamin (57211425238); Günther, Hans Peter (7102781416); Kersten, Roy (58910203400); Henkel, Knuth Michael (12797524200)","56165635000; 57209512050; 6701740589; 58682729400; 57211425238; 7102781416; 58910203400; 12797524200","Improving the Fatigue Strength of Butt Welds in the As-Welded and Grit-Blasted Condition for Steel Towers of Wind Turbines","2024","International Journal of Offshore and Polar Engineering","34","2","","199","209","0","3","10.17736/ijope.2024.jc928","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197027890&doi=10.17736%2Fijope.2024.jc928&partnerID=40&md5=cadb7bdbaee26a49898a30d02f616e51","Butt welds are one of the most common structural details in wind turbine steel towers. In this paper, results from fatigue tests on butt welds in the as-welded and grit-blasted conditions are presented. In addition, finite element analyses were performed using the effective notch stress and the crack propagation approaches. By using macroscopic measurements and three-dimensional scan, the notch effect of the weld seam was considered. These results were compared with results from fatigue tests. On the basis of a successful alignment between simulation and experiment, the possibility to discuss the fatigue resistance influencing variables from the seam geometry is presented. © 2024 Elsevier B.V., All rights reserved.","Fatigue Strength; Grit Blasting; Local Approaches; Transversely Loaded Butt Weld; Weld Imperfections; Wind Turbine Tower; Butt Welding; Fatigue Testing; Finite Element Method; Wind Turbines; Condition; Fatigue Strength; Finite Element Analyse; Grit Blasting; Local Approaches; Steel Towers; Structural Details; Transversely Loaded Butt Weld; Weld Imperfection; Windturbine Towers; Welds; Blasting; Crack Propagation; Fatigue; Simulation; Steel; Wind Turbine","Butt welding; Fatigue testing; Finite element method; Wind turbines; Condition; Fatigue strength; Finite element analyse; Grit blasting; Local approaches; Steel towers; Structural details; Transversely loaded butt weld; Weld imperfection; Windturbine towers; Welds; blasting; crack propagation; fatigue; simulation; steel; wind turbine","Article","Final","","Scopus","2-s2.0-85197027890"
"S., Sanaye, Sepehr; A., Hosseinkhani, Abolfazl","Sanaye, Sepehr (6602263416); Hosseinkhani, Abolfazl (58937661000)","6602263416; 58937661000","Innovative multiobjective optimization of a curved-blade vertical axis wind turbine modeled by modified double multiple streamtube method","2024","Energy Science and Engineering","12","5","","2118","2136","0","1","10.1002/ese3.1734","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188534820&doi=10.1002%2Fese3.1734&partnerID=40&md5=824333114d9da812031382aeb6b06443","The attractive specifications of vertical axis wind turbine (VAWT) are its operating with low noise and wind in various directions. To achieve a higher performance of these turbines, modeling of a curved-blade VAWT by the modified double multiple streamtube (DMST) method and optimizing this wind turbine are performed. The power coefficient and the total normal force acting on blades were selected as two objective functions. Minimizing the normal force acting on turbine blades as the second objective function was not observed in the open literature. The amount of normal force is crucial in the structural design of VAWT because it generates both the bending moment on blades and forces on supporting arms of VAWT. Another innovation of this study is to consider the shape coefficient parameter that determines the shape of the rotor geometry as a design variable in optimization procedure. A 3 m height curved-blade VAWT type was optimized by this multi-objective optimization technique. The optimum values of the design variables obtained by the Genetic Algorithm were selecting an elliptical rotor geometry, pitch angle −1.4°, diameter/height 1.3, blade aspect ratio 19.8, tip speed ratio 4.3 and selecting three blades which could provide a power coefficient of 0.49 and a normal force of 158.7 N. © 2024 Elsevier B.V., All rights reserved.","Curved-blade Turbine; Modified Double Multiple Streamtube; Multiobjective Optimization; Normal Force; Power Coefficient; Vertical Axis Wind Turbine; Aspect Ratio; Genetic Algorithms; Structural Design; Turbine Components; Turbomachine Blades; Vertical Axis Wind Turbine; Wind Turbine Blades; Blade Turbine; Curved Blades; Curved-blade Turbine; Double Multiple Streamtube; Modified Double Multiple Streamtube; Multi-objectives Optimization; Normal Forces; Objective Functions; Power Coefficients; Vertical Axes Wind Turbines; Multiobjective Optimization","Aspect ratio; Genetic algorithms; Structural design; Turbine components; Turbomachine blades; Vertical axis wind turbine; Wind turbine blades; Blade turbine; Curved blades; Curved-blade turbine; Double Multiple Streamtube; Modified double multiple streamtube; Multi-objectives optimization; Normal forces; Objective functions; Power coefficients; Vertical axes wind turbines; Multiobjective optimization","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85188534820"
"Y., Liu, Yueqi; S., Chen, Shaowen; C., Xu, Chen","Liu, Yueqi (57207961251); Chen, Shaowen (57026346300); Xu, Chen (58672309800)","57207961251; 57026346300; 58672309800","Experimental investigation of secondary flow losses in a variable geometry linear turbine cascade with winglet tip","2024","Aerospace Science and Technology","147","","109039","","","0","7","10.1016/j.ast.2024.109039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187801969&doi=10.1016%2Fj.ast.2024.109039&partnerID=40&md5=1d50ebee93b73e8482b0347791e3d0ca","Variable geometry turbines (VGT) hold a crucial role in gas turbines and variable cycle engines (VCE) by allowing adjustments to different operational conditions. In order to realize the adjustable function of the VGT stator blade, there will be partial gap structure at both ends of the stator blade, which will lead to partial leakage flow and serious secondary flow loss at the blade end that cannot be ignored, especially in a large angle adjustment range. At present, there are few researches on turbine cascades considering the real partial gap structure and winglet tip, and the numerical simulation calculation is mainly used, while the in-depth study using wind tunnel test is rarely seen. Therefore, this study attempts to analyze the internal flow characteristics of variable geometry turbine cascade by using five-hole pneumatic probe scanning and surface oil flow visualization, and discusses the mechanism of controlling partial clearance leakage flow and reducing secondary flow loss in the cascade by using winglet tip flow control technology. The winglet offset distance and the change of the relationship between the pivot and the clearance position on the flow field and flow loss is studied experimentally for the first time. The results show that the influence mechanism of winglet tip applied in VGT partial gap is quite different from that of typical blade tip clearance application, and more consideration should be given to the influence of pivot structure. Reasonable parameter selection can achieve a maximum loss reduction of 13.4 % and 20.2 % with and without pivot, respectively, while the unreasonable flow control scheme may lead to the loss or even increase with pivot. The interaction between the new secondary flow structure induced by pivot in the gap and other gap leakage flows is analyzed to explore the new mechanism of using winglet tip to reduce the loss of gap leakage flow. © 2024 Elsevier B.V., All rights reserved.","Leakage Flow; Partial Gap; Secondary Flow Loss; Variable Geometry Turbine Cascade; Winglet Tip; Cascades (fluid Mechanics); Geometry; Secondary Flow; Stators; Turbines; Wind Tunnels; Experimental Investigations; Gap Structures; Leakage Flow; Partial Gap; Secondary Flow Loss; Stator Blade; Turbine Cascade; Variable Geometry Turbine Cascade; Variable Geometry Turbines; Winglet Tip; Flow Control","Cascades (fluid mechanics); Geometry; Secondary flow; Stators; Turbines; Wind tunnels; Experimental investigations; Gap structures; Leakage flow; Partial gap; Secondary flow loss; Stator blade; Turbine cascade; Variable geometry turbine cascade; Variable geometry turbines; Winglet tip; Flow control","Article","Final","","Scopus","2-s2.0-85187801969"
"X., Du, Xianping; J., Liang, Jinbin; G., Qian, Guowei; Y., Yang, Yang; P., Xie, Peng; K., Zhang, Kai","Du, Xianping (57149374400); Liang, Jinbin (58134817900); Qian, Guowei (57204211556); Yang, Yang (56294503200); Xie, Peng (57218315479); Zhang, Kai (56378480500)","57149374400; 58134817900; 57204211556; 56294503200; 57218315479; 56378480500","A computational framework for the co-optimization of platform hydrodynamic and passive structural control of floating offshore wind turbines","2024","Ocean Engineering","293","","116609","","","0","7","10.1016/j.oceaneng.2023.116609","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181697455&doi=10.1016%2Fj.oceaneng.2023.116609&partnerID=40&md5=30951ebb47afda59c201c40341a832a0","Floating offshore wind turbines extract rich and stable wind energy in the deep sea. However, they face severe sea conditions and high maintenance costs, and a promising method is needed to generate a high-performing, reliable, and robust design. Traditional sequential methods overlook the coupling between sub-systems and may miss the global optimum. The control co-design method, in contrast, focuses on the integrated optimization of the whole system. However, implementing co-simulation and co-optimization for co-design is challenging. In this study, a control co-design framework is developed and validated to couple the platform hydrodynamics with multi-physical wind turbines for integrated simulations and optimization. Based on this framework, the floating platform and tuned mass damper are co-optimized by establishing an efficient Kriging-enhanced Genetic algorithm. A case study is conducted using a 10 MW floating offshore wind turbine for demonstration. The platform shape and tuned mass dampers are parameterized by five and three design variables, respectively. To minimize platform mass, two formulations are proposed, that is, multi- and single-objective, for scenarios with and without consideration of structural loads. These formulas are solved under pre-defined turbulent wind and irregular wave conditions. Compared to the baseline model, the optimal design significantly reduces platform mass, enhancing both power generation and platform motion stability. After involving structural load in optimization, the optimal platform mass, energy production, and platform motion stability are degraded. These findings demonstrate the effectiveness of the co-design framework in optimizing platform geometry and passive structural control. © 2024 Elsevier B.V., All rights reserved.","Control Co-design; Floating Offshore Wind Turbine; Platform Hydrodynamics; Tuned Mass Damper; Wind Energy; Acoustic Devices; Genetic Algorithms; Kriging; Offshore Oil Well Production; Offshore Wind Turbines; Shape Optimization; Simulation Platform; Structural Dynamics; Structural Optimization; Wind Power; Co-designs; Co-optimization; Control Co-design; Design Frameworks; Floating Offshore Wind Turbines; Integrated Optimization; Platform Hydrodynamic; Platform Motion; Structural Control; Tuned Mass Dampers; Hydrodynamics; Alternative Energy; Comparative Study; Floating Structure; Hydrodynamics; Numerical Model; Optimization; Wind Farm; Wind Turbine","Acoustic devices; Genetic algorithms; Kriging; Offshore oil well production; Offshore wind turbines; Shape optimization; Simulation platform; Structural dynamics; Structural optimization; Wind power; Co-designs; Co-optimization; Control co-design; Design frameworks; Floating offshore wind turbines; Integrated optimization; Platform hydrodynamic; Platform motion; Structural control; Tuned mass dampers; Hydrodynamics; alternative energy; comparative study; floating structure; hydrodynamics; numerical model; optimization; wind farm; wind turbine","Article","Final","","Scopus","2-s2.0-85181697455"
