"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"S.S., Tomar, Shivam Singh; A., Dewan, Anupam","Tomar, Shivam Singh (58109370600); Dewan, Anupam (7006876749)","58109370600; 7006876749","Investigating wake characteristics of savonius turbine for off-grid wind energy: Analyzing operating influences","2025","Energy","316","","134563","","","0","2","10.1016/j.energy.2025.134563","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215358419&doi=10.1016%2Fj.energy.2025.134563&partnerID=40&md5=3df4b83a1618266921377684db41c1ab","Savonius turbines are utilized on low-density open urban rooftops. Array of these rotors significantly increase energy production. Many studies on arrays employ two-dimensional Unsteady Reynolds-Averaged Navier-Stokes (URANS) approach to simulate flow. However, insufficient exploration exists in literature between studies of single rotor and of Savonius arrays, particularly in understanding wake of Savonius turbines. Thorough understanding of wake characteristics using three-dimensional computational fluid dynamics (CFD) is crucial for efficient setup of arrays. This study examines wake by adjusting operational conditions of Savonius rotor. For a tip speed ratio (TSR) 1.0, approximately 50 % and 75 % of streamwise velocity is recovered at downstream distances of 4 and 7 rotor diameters (D) from centroid. Two-dimensional simulations cannot capture the wake accurately, as significant entrainment on advancing side occurs from z-direction. Vortical structures, characterized by Q-criterion and z-vorticity, are smaller at higher TSRs due to increased interaction with returning blade side. Novel integral momentum approach determines optimal downstream turbine position without simulating downstream rotor. It segregates downstream region into nine areas and analyzes momentum flux to account for varied recovery rates across z-planes. Additionally, velocity profiles are estimated using hyperbolic secant function. Present findings provide critical insights for efficient arrangement of Savonius turbine arrays. © 2025 Elsevier B.V., All rights reserved.","Momentum Flux; Savonius Array; Savonius Vertical Axis Wind Turbine; Tip Speed Ratio; Velocity Profile; Wake; Hyperbolic Functions; Navier Stokes Equations; Turbine Components; Vertical Axis Wind Turbine; Vorticity; Wakes; Down-stream; Energy; Momentum Flux; Off-grids; Savonii Array; Savonii Vertical Axis Wind Turbine; Savonius Turbine; Tip Speed Ratio; Velocity Profiles; Vertical Axes Wind Turbines; Computational Fluid Dynamics; Computational Fluid Dynamics; Power Generation; Smart Grid; Two-dimensional Modeling; Vertical Profile; Wind Power; Wind Turbine","Hyperbolic functions; Navier Stokes equations; Turbine components; Vertical axis wind turbine; Vorticity; Wakes; Down-stream; Energy; Momentum flux; Off-grids; Savonii array; Savonii vertical axis wind turbine; Savonius turbine; Tip speed ratio; Velocity profiles; Vertical axes wind turbines; Computational fluid dynamics; computational fluid dynamics; power generation; smart grid; two-dimensional modeling; vertical profile; wind power; wind turbine","Article","Final","","Scopus","2-s2.0-85215358419"
"E., Fatahian, Esmaeel; F., Ismail, Farzad; M.H., Ishak, M. H.H.; W.S., Chang, Wei Shyang","Fatahian, Esmaeel (57202318048); Ismail, Farzad (22950639500); Ishak, M. H.H. (57189854965); Chang, Wei Shyang (57202733769)","57202318048; 22950639500; 57189854965; 57202733769","Flow Dynamics and Performance Enhancement of Drag-Type Savonius Wind Turbine with a Novel Elliptic-Shaped Deflector","2025","Flow, Turbulence and Combustion","114","2","015108","643","675","0","0","10.1007/s10494-024-00608-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208946312&doi=10.1007%2Fs10494-024-00608-5&partnerID=40&md5=baacd657febd76c6f1363de585b242a8","The drag-type Savonius rotor, a type of vertical-axis wind turbine, is designed to capture wind energy and convert it into rotational torque. However, their efficiency is limited, which restricts their commercial viability. This inefficiency is primarily due to the negative torque produced by the returning blades, which results in minimal power output. This study examines the effect of the aspect ratio on a new elliptic-shaped deflector using three-dimensional (3D) computational fluid dynamics (CFD) modeling and an optimization approach. The aim of this novel deflector is to enhance the aerodynamic performance of the Savonius turbine by reducing negative torque during blade sweeping on the return side. Although there is extensive literature on elliptic-shaped bodies, there is a notable lack of research on the interaction between airflow over such a body used as a deflector and the Savonius rotor. This research uses an optimization methodology based on the design of experiments to determine the optimal design. Using the Taguchi method and analysis of variance, the number of blades is identified as the most significant factor, accounting for 77% of the rotor performance near the deflector. At a Tip Speed Ratio (λ) of 0.8, the optimal deflector achieves the highest average power coefficient of 0.34, representing a significant 42% improvement compared to the maximum average power coefficient without a deflector. © 2025 Elsevier B.V., All rights reserved.","Aspect Ratio; Cfd; Deflector; Optimization; Wind Turbine; Aerodynamic Drag; Deflection (structures); Taguchi Methods; Turbine Components; Vertical Axis Wind Turbine; Aspect-ratio; Computational Fluid; Deflector; Flow Dynamics; Flow Performance; Fluid-dynamics; Negative Torques; Optimisations; Power Coefficients; Savonius Rotor; Aspect Ratio","Aerodynamic drag; Deflection (structures); Taguchi methods; Turbine components; Vertical axis wind turbine; Aspect-ratio; Computational fluid; Deflector; Flow dynamics; Flow performance; Fluid-dynamics; Negative torques; Optimisations; Power coefficients; Savonius rotor; Aspect ratio","Article","Final","","Scopus","2-s2.0-85208946312"
"R., Sumiati, Ruzita; U.G.S., Dinata, Uyung Gatot S.; D.A., Saputra, Dendi Adi; Y.D., Herlambang, Yusuf Dewantoro","Sumiati, Ruzita (57200992770); Dinata, Uyung Gatot S. (57191895745); Saputra, Dendi Adi (57203689534); Herlambang, Yusuf Dewantoro (57194209980)","57200992770; 57191895745; 57203689534; 57194209980","Enhancing Savonius Rotor Performance with Zigzag in Concave Surface-CFD Investigation","2025","CFD Letters","17","2","","100","114","0","0","10.37934/cfdl.17.2.100114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206576674&doi=10.37934%2Fcfdl.17.2.100114&partnerID=40&md5=9191223d2f61ea3dcb4ad4fd0684c1b6","Savonius, a type of vertical-axis wind turbine (VAWT), is suitable as an appropriate small-scale energy conversion apparatus for regions with relatively low wind speeds, such as Indonesia; however, it exhibits sub-optimal efficiency. One potential approach to improving the efficiency of Savonius turbines is to increase the drag force on the concave surface of the blades. In this case, the dissimilarity in the forces experienced by the two blades can be increased, resulting in a corresponding increase in torque. This investigation aims to assess and compare the power coefficient (Cp), torque and drag coefficient (C<inf>d</inf>) of the conventional Savonius rotor with the zigzag pattern implemented in the middle area of the concave surface of the blades at low wind speeds. The efficiency can be achieved by implementing the k-ω shear stress transfer (SST) turbulent model and 3D computational fluid dynamics simulation at tip speed ratio (λ) 0.4-1 with a velocity inlet of 4, 5, and 6 m/s. The study results show that using the zigzag pattern on the concave surface led to an 18.8% boosted in Cp of at λ = 0.8 and an inlet velocity (U) = 5 m/s compared to the standard Savonius rotor model. In this case, the efficiency of the Savonius wind turbine may be enhanced by incorporating a zigzag pattern in the middle of the concave surface of the Savonius rotor. © 2024 Elsevier B.V., All rights reserved.","Coefficient Of Power; Inner Blade; Renewable Energy; Savonius Rotor; Zigzag Pattern","","Article","Final","","Scopus","2-s2.0-85206576674"
"S., Kurniati, Sri; S., Syam, Sudirman; Nursalim","Kurniati, Sri (57205646631); Syam, Sudirman (57202071234); Nursalim (59717427300)","57205646631; 57202071234; 59717427300","A Novel Elliptical Savonius Turbine Integrated with Gearless Axial Generator","2025","Journal Europeen des Systemes Automatises","58","2","","271","282","0","0","10.18280/jesa.580208","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001489640&doi=10.18280%2Fjesa.580208&partnerID=40&md5=56264f0c8d568305855e3b08816cf2ff","This study investigates the performance of an elliptical Savonius turbine integrated with an axial generator that operates a gearless transmission. The turbine's design has been modified to an elliptical shape to enhance its efficiency and overall performance. The system minimizes mechanical losses, thereby improving efficiency. Experimental methods were employed to evaluate the turbine's performance at various wind speeds in a wind tunnel under no-load and loaded conditions. A 5-watt/VAC Led lamp was used as the load, connected through a joule thief circuit with a DC input voltage ranging from 1.5 to 12 volts. The results indicate that incorporating an end plate—a component attached to the turbine rotor—allows the elliptical Savonius turbine to function effectively as an axial generator rotor. Voltage measurements showed that at wind speeds of 4 to 12 m/s, the turbine produced voltages ranging from 1.59 to 9.58 volts under no-load conditions. When loaded, the average voltage supplied was 2.26 volts, with a load current of 0.44A. This study demonstrates that the elliptical Savonius turbine integrated with an axial generator without gear transmission is a promising, low-cost solution for generating electrical energy from wind, offering both high efficiency and economic benefits. © 2025 Elsevier B.V., All rights reserved.","Afpm Generator; Efficiency; End Plate; Load Current; Power Coefficient; Voltage Output; Wind Power; Wind Turbine","","Article","Final","","Scopus","2-s2.0-105001489640"
"R., Sumiati, Ruzita; U.G.S., Dinata, Uyung Gatot S.; D.A., Saputra, Dendi Adi","Sumiati, Ruzita (57200992770); Dinata, Uyung Gatot S. (57191895745); Saputra, Dendi Adi (57203689534)","57200992770; 57191895745; 57203689534","Enhancing Savonius Rotor Performance with Wavy pattren in the Concave Surface - A Short Review","2025","AIP Conference Proceedings","3223","1","030013","","","0","0","10.1063/5.0243088","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217154265&doi=10.1063%2F5.0243088&partnerID=40&md5=38ed82babbac9e06e9c047beb3582d5c","One potential approach to mitigating carbon dioxide (CO2) emissions stemming from the use of fossil fuels is the adoption of renewable energy sources. One of them is wind energy, which is generated by a wind turbine. Savonius, a type of vertical-axis wind turbine, is a small-scale energy conversion device suitable for low wind speeds, such as those characteristic of Indonesian wind speeds. The purpose of this study is a short review of the effect of wavy/roughness on Savonius turbine performance. Based on the results of the short review, it is concluded that there is an increase in the efficiency of the Savonius turbine if roughness or waviness is applied to the concave surface. © 2025 Elsevier B.V., All rights reserved.","","","Conference paper","Final","","Scopus","2-s2.0-85217154265"
"S., Osama, Shehab; H.A., Hassan, Hamdy A.; M., Emam, Mohamed","Osama, Shehab (58704609800); Hassan, Hamdy A. (57194234156); Emam, Mohamed (57192233896)","58704609800; 57194234156; 57192233896","Optimization and parametric analysis of a novel design of Savonius hydrokinetic turbine using artificial neural network","2025","Applied Energy","378","","124921","","","0","2","10.1016/j.apenergy.2024.124921","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209138373&doi=10.1016%2Fj.apenergy.2024.124921&partnerID=40&md5=5f313fde620bee2e25fffee6c29d7f83","This study focuses on enhancing the efficiency of vertical axis Savonius Hydrokinetic turbines designed for marine applications, historically characterized by a power coefficient below 0.1. Prior efforts aimed at improving rotor performance have primarily involved modifications to blade designs. In this article, a new approach is introduced, incorporating twisted blades inspired by the Archimedes screw turbine. Utilizing a 3D incompressible flow analysis based on the Navier-Stokes equation, this research explores and compares the turbine's effectiveness with varying screw pitches (0.5, 0.75, 1). The system of equations is solved numerically using ANSYS 2020 R2 fluid fluent. The performance assessment involves contrasting each proposed rotor against a pitchless semi-circle rotor. An innovative aspect of this work involves investigating the impact of asymmetry using two different ratios (2:1 and 3:1). Specifically, the lower half of the optimal pitch screw remains constant, while the upper half varies based on these ratios. To understand performance trends, the study employs visualizations of pressure, velocity contours, and streamlines to grasp the flow field and its underlying principles. Turbulent kinetic energy and eddy viscosity are also visualized. The results reveal an 18.25 % improvement in performance with the proposed rotor featuring a pitch screw of 0.5. Notably, the asymmetric rotor with a 2:1 ratio demonstrates the highest performance. According to the ANN, the optimum pitch screw value is determined to be 0.6, achieving a power coefficient of 0.1938. This investigation employs novel design modifications and asymmetrical configurations, offering valuable insights into significantly enhancing the performance of Savonius turbines for marine applications. © 2024 Elsevier B.V., All rights reserved.","Ann; Archimedes Screw; Performance Analysis; Savonius Hydrokinetic; Sustainable Energy; Twisted Blades; Unsymmetrical Savonius Turbine; Hydraulic Turbines; Hydrodynamics; Incompressible Flow; Kinetic Energy; Marine Applications; Turbine Components; Ann; Archimedes Screws; Novel Design; Performance; Performances Analysis; Savonii Hydrokinetic; Savonius Turbine; Sustainable Energy; Twisted Blade; Unsymmetrical Savonii Turbine; Navier Stokes Equations; Artificial Neural Network; Asymmetry; Flow Field; Incompressible Flow; Kinetic Energy; Performance Assessment; Viscosity","Hydraulic turbines; Hydrodynamics; Incompressible flow; Kinetic energy; Marine applications; Turbine components; ANN; Archimedes screws; Novel design; Performance; Performances analysis; Savonii hydrokinetic; Savonius turbine; Sustainable energy; Twisted blade; Unsymmetrical savonii turbine; Navier Stokes equations; artificial neural network; asymmetry; flow field; incompressible flow; kinetic energy; performance assessment; viscosity","Article","Final","","Scopus","2-s2.0-85209138373"
"O., Hazar, Oğuz; M., Dirgenali, M.; K., Kaçar, K.; S., Elçi, Sebnem","Hazar, Oğuz (57221096379); Dirgenali, M. (59681836600); Kaçar, K. (59681329500); Elçi, Sebnem (15924903600)","57221096379; 59681836600; 59681329500; 15924903600","Enhancement of Savonius Wind Turbine Performance Through Blade Optimization","2025","Journal of Applied Fluid Mechanics","18","5","","1174","1188","0","0","10.47176/jafm.18.5.3177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000802951&doi=10.47176%2Fjafm.18.5.3177&partnerID=40&md5=bfb790257baf3e4b949469c1139e9aae","The objective of this study is to create an innovative blade design that enhances the power efficiency of the Savonius rotors. This is achieved by optimizing the blade shape of the traditional Savonius rotor using the ANSYS Adjoint solver program. The results of the analysis revealed that the total pressure exerted on the optimized shape was 16 times greater than that of the traditional Savonius rotor. To compare performance metrics, the rotor with the optimized blade structure was numerically modeled alongside the traditional and Banesh-type Savonius rotors using the ANSYS Fluent program. The Dynamic Mesh 6DOF method is used in the model domain in order to simulate rotation of the rotor. The rotors were then analyzed in two different configurations: as a single-stage rotor with a phase angle of 0o, and as a three-stage rotor with a phase angle of 60o between each stage while keeping rotor height constant. The optimized blade rotor with 3 stages demonstrated superior performance with a power coefficient of 0.44, outperforming both the Banesh and traditional Savonius rotors, while also displaying power coefficient values 18.9% and 37.5% higher than the Banesh-type Savonius and traditional Savonius rotors, respectively. © 2025 Elsevier B.V., All rights reserved.","Ansys Adjoint Solver; Ansys Fluent; Dynamic Mesh; Optimized Rotor Blades; Power Coefficient","","Article","Final","","Scopus","2-s2.0-86000802951"
"J.P.V., Senthil Nathan, Janani Priyadharshini Veeraperumal; G., Vinayagam, Gopinath; L., Sourirajan, Laxana; A.A., Pisharam, Akhila Ajith; D.D., Gunasekaran, Durga Devi; H., Kannan, Haridharan; M., Arumugam, Manikandan; S., Baskar, Sundhar; M., Senthil Kumar, M.; B., Stanislaus Arputharaj, Beena","Senthil Nathan, Janani Priyadharshini Veeraperumal (59664180800); Vinayagam, Gopinath (58942219100); Sourirajan, Laxana (59472666500); Pisharam, Akhila Ajith (58904495500); Gunasekaran, Durga Devi (59664380800); Kannan, Haridharan (59665380700); Arumugam, Manikandan (59501809100); Baskar, Sundhar (58941552000); Senthil Kumar, M. (57203026857); Stanislaus Arputharaj, Beena (58572340200)","59664180800; 58942219100; 59472666500; 58904495500; 59664380800; 59665380700; 59501809100; 58941552000; 57203026857; 58572340200","Synergized Computational Investigations on various Wingtip Attachments Imposed Unmanned Aerial Vehicle Wing","2025","","","","","","","0","0","10.2514/6.2025-0051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219511557&doi=10.2514%2F6.2025-0051&partnerID=40&md5=7ffe4b7e0905ad475cbebea63fe1d3c7","The purpose of this study is to ensure the imposition of Wingtip Vortex Wind Turbine (WVWT) as well as performance enhancers such as wing fence and winglet at the ends of the wingtips of fixed-wing Unmanned Aerial Vehicles (UAVs) to meet the power requirements of the UAVs and enhance their performances. Various types of energy rotors with performance enhancers are compared and so the best suited one for turbines to generate power effectively is determined. This work performs comparative assessments on several vertical axis rotors, such as the advanced Savonius wind turbine, modified Wells Turbine, and Archimedes swirl wind turbine with winglet, and wing-fences. The design features of the wing are derived by the selection of a long-range UAV for this inquiry. Under conditions of incompressible cum turbulent flow, ANSYS Fluent software is used to perform computational fluid dynamics simulations on the modelled wing with and without different rotors/enhancers. In order to ensure precise computational outcomes, grid independence studies are performed to impose the most optimum meshing conditions. Firstly, the aerodynamic performances of wing with and without WVWTs, and performance enhancers (winglet and wing-fences) are performed, so the decision has been made based on the resulting parameters obtained from the computational simulations. Secondly, aero-acoustics investigations are performed on all the imposed models, so the comprehensive outcomes are discussed. From the derived results, the wing with wing-fence model performed better with the highest lift magnitude of 104.49 N and also provided a reasonably low Aeroacoustic noise of 75.93 dB when compared to the other considered models. Thirdly, structural integrities of the imposed wing with wing-fence are investigated Using fluid-structure interaction analysis for a range of lightweight materials, including glass, carbon, and Kevlar fibre reinforced polymers. From the structural analysis, Boron Fiber Reinforced Polymer was found to be the material of choice, providing better magnitudes of structural parameters than other materials. Finally, in the current circumstances, the appropriate attachment to partially meet the energy and aerodynamic force needs of advanced drones without compromising their current performance is selected and determined. © 2025 Elsevier B.V., All rights reserved.","Aerodynamics; Arches; Carbon Fiber Reinforced Plastics; Electric Towers; Fences; Flow Separation; Glass Fiber Reinforced Plastics; Glassy Carbon; High Modulus Textile Fibers; Incompressible Flow; Polynomial Approximation; Structural Analysis; Structural Dynamics; Turbine Components; Turbulent Flow; Unmanned Aerial Vehicles (uav); Vertical Axis Wind Turbine; Vortex Flow; Aerial Vehicle; Comparative Assessment; Computational Investigation; Energy; Fiber-reinforced Polymers; Fibre Reinforced Polymers; Performance; Power; Power Requirement; Wingtip Vortex; Fixed Wings","Aerodynamics; Arches; Carbon fiber reinforced plastics; Electric towers; Fences; Flow separation; Glass fiber reinforced plastics; Glassy carbon; High modulus textile fibers; Incompressible flow; Polynomial approximation; Structural analysis; Structural dynamics; Turbine components; Turbulent flow; Unmanned aerial vehicles (UAV); Vertical axis wind turbine; Vortex flow; Aerial vehicle; Comparative assessment; Computational investigation; Energy; Fiber-reinforced polymers; Fibre reinforced polymers; Performance; Power; Power requirement; Wingtip vortex; Fixed wings","Conference paper","Final","","Scopus","2-s2.0-85219511557"
"M., Tata, Madjid; O., Hacini, O.; A., Bekhti, Ahmed","Tata, Madjid (57204422554); Hacini, O. (59661375600); Bekhti, Ahmed (56790478500)","57204422554; 59661375600; 56790478500","Numerical Simulation of the Aerodynamic Performances of a Vertical Axis Wind Turbine","2025","Advances in Science, Technology and Innovation","","","","101","104","0","0","10.1007/978-3-031-71926-4_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219199372&doi=10.1007%2F978-3-031-71926-4_17&partnerID=40&md5=8b210b6e80ce4e7716f68295bee5bcf8","In this paper, a numerical investigation into the aerodynamic performances of a vertical axis wind turbine was conducted, focusing on the semi-circular Savonius rotor. The airflow through the wind turbine is studied within a two dimensional computation domain. The unsteady state regime of the Reynolds-Averaged Navier-Stokes equations, along with the k-ω SST turbulence model, was employed for the numerical simulation. The numerical calculations have been performed using the open source solver: Open Field Operation and Manipulation OpenFOAM. A hybrid grid has been considered to fit the complex geometry of the Savonius rotor. A comparison between the numerical results and experimental findings revealed a satisfactory agreement, with an average relative error of 16%. It was observed that the aerodynamic performance of the Savonius turbine is primarily influenced by the negative torque generated by the returning blade. Nevertheless, further research is needed to mitigate the adverse effects of the returning blade on the turbine’s performance. © 2025 Elsevier B.V., All rights reserved.","Cfd; Savonius Vertical Axis Wind Turbine; Wind Energy","","Conference paper","Final","","Scopus","2-s2.0-85219199372"
"D.A., Sinaga, Daniel Aderson; Z., Arifin, Zainal; S.D., Prasetyo, Singgih Dwi; S., Andriyanto, Solikin; M.D., Septiyanto, Muhamad Dwi; S., Hadi, Syamsul","Sinaga, Daniel Aderson (57221686230); Arifin, Zainal (56338223000); Prasetyo, Singgih Dwi (57208512198); Andriyanto, Solikin (59657906200); Septiyanto, Muhamad Dwi (58313877600); Hadi, Syamsul (55754220200)","57221686230; 56338223000; 57208512198; 59657906200; 58313877600; 55754220200","Experimental Study of the Blade Geometry Effect of Two-Stage Gravitational Water Vortex Turbine","2025","Journal Europeen des Systemes Automatises","58","1","","47","54","0","0","10.18280/jesa.580106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219013242&doi=10.18280%2Fjesa.580106&partnerID=40&md5=2d304d5d4a9c3c064f5c0822a39c895a","This study investigates blades of varying geometries in the context of a two-stage Gravitational Water Vortex Turbine (GVWT). The objective was to identify the optimal blade shape and radius yielding the best rotational speed, mechanical power, and efficiency for a two-stage vortex turbine. Specifically, the study examined parameters such as the Savonius shape and curvature, utilizing different blade ratios on two separate shafts. The turbines were configured with a telescopic system positioned at a distance of 10 cm apart. Each variation was subjected to loads ranging from 0.5 kg to 2 kg. Various performance metrics—rotational speed, torque, and water height—were assessed following load adjustments. Turbine Stage 1, employing the Savonius blade, achieved an optimal mechanical power output of 12.4 W, while Turbine Stage 2, utilizing a curved blade, reached a maximum mechanical power of 11.1 W. The Savonius blade demonstrated higher torque, operating more efficiently under greater loads. Notably, the water vortex with a larger air core experienced distortion caused by the turbine, leading to unstable flow. In contrast, implementing curved blades with a ratio of 0.5 provided the water vortex ample space to flow, resulting in a more stable vortex formation. Thus, carefully considering the optimal contact area and blade geometry is essential to minimize water vortex distortion in each turbine. © 2025 Elsevier B.V., All rights reserved.","Blade Geometry; Curved; Gravitational Water Vortex; Rotor-basin Ratio; Savonius; Two-stage","","Article","Final","","Scopus","2-s2.0-85219013242"
"U., Bajpai, Upendra; M., Sood, Manoj; S.K., Kumar Singal, Sunil Kumar","Bajpai, Upendra (57215770843); Sood, Manoj (57208335464); Kumar Singal, Sunil Kumar (15766150400)","57215770843; 57208335464; 15766150400","A Comprehensive Investigation of Wake Recovery Distance of Modified Savonius Turbine with Vertical and Horizontal Alignment","2025","Lecture Notes in Civil Engineering","547","","","65","82","0","0","10.1007/978-981-97-8035-8_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218267790&doi=10.1007%2F978-981-97-8035-8_4&partnerID=40&md5=c2df3d1b03d673484c8d6d669f56796b","For sustainable growth, In-stream technology utilizing the flow energy available in the water with the help of a turbine gained the attention of researchers. The helical Savonius turbine, known for its superior starting characteristics and higher power coefficient than the conventional Savonius turbine has been selected in the present study. The numerical study analyzes the wake recovery distance, pressure, and velocity characteristics of the helical Savonius turbine for horizontal and vertical alignment, considering 0.9 m/s flow velocities and 0.9 optimal TSR. The numerically simulated results are validated against experimental data, showing good agreement. Velocity contours unveil higher velocity vortices at the tip of the advancing blade in case of vertical alignment and at the end plate and along the length of the rotor in case of horizontal alignment. Notably, the near, transition, far wake zone is found to be extended up to 2D, 2D to 4D, beyond 4D for vertically aligned turbine and 1.5D, 1.5D-3D, beyond 3D for horizontally aligned turbine. The wake recovery distance for vertically and horizontally aligned turbines are reported as 12D and 8D, respectively, enabling closer installation of horizontally aligned turbines compared to vertical ones. These findings are valuable for optimizing arrays of helical Savonius turbines to achieve maximal energy extraction. The study is of great importance to researchers and industrialists looking to improve power generation through in-stream technology. © 2025 Elsevier B.V., All rights reserved.","Helical Savonius Turbine; In-stream Technology; Pressure Contours; Velocity Contours; Wake Recovery; Error Correction; Gas Turbines; Hydraulic Turbines; Turbine Components; Flow Energy; Helical Savonii Turbine; Horizontal Alignment; In-stream Technology; Pressure Contours; Savonius Turbine; Sustainable Growth; Velocity Contours; Vertical Alignment; Wake Recovery; Wakes","Error correction; Gas turbines; Hydraulic turbines; Turbine components; Flow energy; Helical savonii turbine; Horizontal alignment; In-stream technology; Pressure contours; Savonius turbine; Sustainable growth; Velocity contours; Vertical alignment; Wake recovery; Wakes","Conference paper","Final","","Scopus","2-s2.0-85218267790"
"S., Kumar, Sunil; S., Mitra, Santanu; N., Mishra, Nishant; V., Vaikuntanathan, Visakh","Kumar, Sunil (59531863200); Mitra, Santanu (59633076100); Mishra, Nishant (57219557974); Vaikuntanathan, Visakh (36451622400)","59531863200; 59633076100; 57219557974; 36451622400","Computational fluid dynamical analysis of a Savonius vertical axis wind rotor array","2025","Physics of Fluids","37","1","017163","","","0","1","10.1063/5.0249403","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216206708&doi=10.1063%2F5.0249403&partnerID=40&md5=f7561a89c3ad4cc9c0012fdd0c4e733b","Savonius vertical axis wind turbine (VAWT) arrays are being studied for urban and semi-urban wind energy harvesting. With limited ground space in these areas, optimizing energy extraction through various array configurations is crucial. This study presents a computational fluid dynamics (CFD) analysis of a four-rotor Savonius VAWT array. Various unit array configurations, based on wake analysis of an isolated Savonius rotors, are evaluated through detailed CFD study. The parameters of interest in this study are the coefficient of power, C<inf>pi</inf> ( i = 1, 2, 3, or 4 is the rotor number) at different typical values of the tip-speed ratio, λ = Ω D / 2 U ∞ (where Ω is the angular speed of the rotor, D is the diameter of the rotor, and U ∞ is the free stream air velocity) of the constituent rotors of the unit array, rotational orientation as well as the average value of the coefficient of power, C p a = ( ∑ i = 1 4 C p i ) / 4 . It is observed that at certain configurations of the four-unit array, it is possible to have a power enhancement, Ψ = C p a / C p 0 > 1 up to 1.34 (34% gain), where C p 0 is the coefficient of power of an isolated Savonius rotor at the same λ. The observed enhancement is explained using velocity and pressure fields around the unit array. Comparative analysis with previous studies highlights new approaches for designing high-performance Savonius arrays and suggests directions for CFD-based optimization of larger arrays. © 2025 Elsevier B.V., All rights reserved.","Vertical Axis Wind Turbine; Wakes; Array Configurations; Coefficient Of Power; Computational Fluid; Dynamical Analysis; Fluid-dynamics; Optimizing Energy; Savonius Rotor; Vertical Axes Wind Turbines; Vertical Axis Wind Rotors; Wind Energy Harvesting; Computational Fluid Dynamics","Vertical axis wind turbine; Wakes; Array configurations; Coefficient of power; Computational fluid; Dynamical analysis; Fluid-dynamics; Optimizing energy; Savonius rotor; Vertical axes wind turbines; Vertical axis wind rotors; Wind energy harvesting; Computational fluid dynamics","Article","Final","","Scopus","2-s2.0-85216206708"
"K., Tuzharov, Krasimir; S.P., Iliev, Simeon Penchev","Tuzharov, Krasimir (57205457412); Iliev, Simeon Penchev (56370015100)","57205457412; 56370015100","Study of H-Darrieus Wind Turbine with Hollow Blades","2025","Mechanisms and Machine Science","174 MMS","","","191","201","0","0","10.1007/978-3-031-80512-7_19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215602954&doi=10.1007%2F978-3-031-80512-7_19&partnerID=40&md5=de893bf64a589c489837cb1eeda19f9b","In the work, the aerodynamic characteristics of the Darrieus wind turbine with hollow blades were obtained by numerical CFD modeling and compared with the aerodynamic characteristics of the Darrieus wind turbine with solid blades. The H-rotor with hollow blades cannot be used at rotational speeds smaller than the nominal one, because of the non-linearity of the frequency characteristic of the torque (curve with two maxima and two minima). © 2025 Elsevier B.V., All rights reserved.","Combined Wind Turbine; Darrieus Wind Turbine; H-rotor; Hollow Blade; Savonius Wind Turbine; Computational Fluid Dynamics; Turbine Components; Turbomachine Blades; Windmill; Aerodynamic Characteristics; Cfd Modeling; Combined Wind Turbine; Darrieus Wind Turbines; Frequency Characteristic; H-rotor; Hollow Blades; Rotational Speed; Savonius Wind Turbine; Torque Curves; Wind Turbine Blades","Computational fluid dynamics; Turbine components; Turbomachine blades; Windmill; Aerodynamic characteristics; CFD modeling; Combined wind turbine; Darrieus wind turbines; Frequency characteristic; H-rotor; Hollow blades; Rotational speed; Savonius wind turbine; Torque curves; Wind turbine blades","Conference paper","Final","","Scopus","2-s2.0-85215602954"
